id,symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
3204,UTIAMC,UTI Asset Management Company Limited,"Capital Markets, Broking & Wealth Management","Stock Exchanges, Depositories, Wealth & Asset Management","Stock Exchanges, Depositories, Wealth & Asset Management",PRIMARY,1,"Core Operating Division: Stock Exchanges, Depositories, Wealth & Asset Management"
3205,UTKARSHBNK,Utkarsh Small Finance Bank Limited,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
3206,UTLSOLAR,Fujiyama Power Systems Limited,Electronic Manufacturing Services (EMS),"EMS, Circuit Assemblies & Telecom Hardware","EMS, Circuit Assemblies & Telecom Hardware",PRIMARY,1,"Core Operating Division: EMS, Circuit Assemblies & Telecom Hardware"
3207,UTTAMSUGAR,Uttam Sugar Mills Limited,"Sugar, Distilleries & Alcoholic Beverages","Sugar, Bio-Ethanol, Breweries & Distilled Spirits","Sugar, Bio-Ethanol, Breweries & Distilled Spirits",PRIMARY,1,"Core Operating Division: Sugar, Bio-Ethanol, Breweries & Distilled Spirits"
3208,UYFINCORP,U. Y. Fincorp Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3209,V2RETAIL,V2 Retail Limited,"Textiles, Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail","Cotton Spinning, Denim, Branded Apparel & Fashion Retail",PRIMARY,1,"Core Operating Division: Cotton Spinning, Denim, Branded Apparel & Fashion Retail"
3210,VADILALIND,Vadilal Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3211,VADILENT,Vadilal Enterprises Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3212,VAIBHAVGBL,Vaibhav Global Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3213,VAISHALI,Vaishali Pharma Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
3214,VAKRANGEE,Vakrangee Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3215,VALIANTLAB,Valiant Laboratories Limited,Diagnostic Pathology & Imaging,Clinical Pathology & Diagnostic Radiology,Clinical Pathology & Diagnostic Radiology,PRIMARY,1,Core Operating Division: Clinical Pathology & Diagnostic Radiology
3216,VALIANTORG,Valiant Organics Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3217,VAML,Vedanta Aluminium Metal Limited,"Metals, Minerals & Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining","Aluminium Smelting, Non-Ferrous & Mineral Mining",PRIMARY,1,"Core Operating Division: Aluminium Smelting, Non-Ferrous & Mineral Mining"
3218,VARDHACRLC,Vardhman Acrylics Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3219,VARDMNPOLY,Vardhman Polytex Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3220,VARROC,Varroc Engineering Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3221,VASCONEQ,Vascon Engineers Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3222,VASUPRADA,Shri Vasuprada Plantations Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3223,VASWANI,Vaswani Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3224,VBL,Varun Beverages Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3225,VCL,Vaxtex Cotfab Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3226,VEDAVAAG,VEDAVAAG Systems Limited,Electronic Manufacturing Services (EMS),"EMS, Circuit Assemblies & Telecom Hardware","EMS, Circuit Assemblies & Telecom Hardware",PRIMARY,1,"Core Operating Division: EMS, Circuit Assemblies & Telecom Hardware"
3227,VEDL,Vedanta Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3228,VEDPOWER,Vedanta Power Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
3229,VEEDOL,Veedol Corporation Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3230,VELJAN,Veljan Denison Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
3231,VENKEYS,Venky's (India) Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3232,VENTIVE,Ventive Hospitality Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
3233,VENUSPIPES,Venus Pipes & Tubes Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3234,VENUSREM,Venus Remedies Limited,Pharmaceutical Formulations & Generics,"Branded Formulations, Generics & Biosimilars","Branded Formulations, Generics & Biosimilars",PRIMARY,1,"Core Operating Division: Branded Formulations, Generics & Biosimilars"
3235,VERANDA,Veranda Learning Solutions Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3236,VERTOZ,Vertoz Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3237,VESUVIUS,Vesuvius India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3238,VETO,Veto Switchgears And Cables Limited,"Wires, Cables & Electrical Conductors","Building Wires, Switchgear & LED Lighting","Building Wires, Switchgear & LED Lighting",PRIMARY,1,"Core Operating Division: Building Wires, Switchgear & LED Lighting"
3239,VGCL,Vibrant Global Capital Limited,API & CDMO Manufacturing,Active Pharmaceutical Ingredients & CDMO Synthesis,Active Pharmaceutical Ingredients & CDMO Synthesis,PRIMARY,1,Core Operating Division: Active Pharmaceutical Ingredients & CDMO Synthesis
3240,VGL,VARVEE GLOBAL LIMITED,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3241,VGUARD,V-Guard Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3242,VHL,Vardhman Holdings Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3243,VHLTD,Viceroy Hotels Limited,Hotels & Luxury Resorts,"Luxury Palaces, Heritage Resorts & Business Hotels","Luxury Palaces, Heritage Resorts & Business Hotels",PRIMARY,1,"Core Operating Division: Luxury Palaces, Heritage Resorts & Business Hotels"
3244,VIDHIING,Vidhi Specialty Food Ingredients Limited,"FMCG, Food Staples & Personal Care","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene",PRIMARY,1,"Core Operating Division: Packaged Foods, Dairy, Cooking Oils & Personal Hygiene"
3245,VIDYAWIRES,Vidya Wires Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3246,VIJAYA,Vijaya Diagnostic Centre Limited,Diagnostic Pathology & Imaging,Clinical Pathology & Diagnostic Radiology,Clinical Pathology & Diagnostic Radiology,PRIMARY,1,Core Operating Division: Clinical Pathology & Diagnostic Radiology
3247,VIJIFIN,Viji Finance Limited,"NBFC, Housing & Lending Finance","Diversified Consumer, Housing & Microfinance Lending","Diversified Consumer, Housing & Microfinance Lending",PRIMARY,1,"Core Operating Division: Diversified Consumer, Housing & Microfinance Lending"
3248,VIJSOLX,Vijay Solvex Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3249,VIKASECO,Vikas EcoTech Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
3250,VIKASLIFE,Vikas Lifecare Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
3251,VIKRAMSOLR,Vikram Solar Limited,Solar & Renewable Energy,"Solar PV Modules, Wind Turbines & Clean Energy","Solar PV Modules, Wind Turbines & Clean Energy",PRIMARY,1,"Core Operating Division: Solar PV Modules, Wind Turbines & Clean Energy"
3252,VIKRAN,Vikran Engineering Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3253,VIMTALABS,Vimta Labs Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3254,VINATIORGA,Vinati Organics Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3255,VINCOFE,Vintage Coffee And Beverages Limited,"FMCG, Food Staples & Personal Care","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene",PRIMARY,1,"Core Operating Division: Packaged Foods, Dairy, Cooking Oils & Personal Hygiene"
3256,VINDHYATEL,Vindhya Telelinks Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
3257,VINEETLAB,Vineet Laboratories Limited,Diagnostic Pathology & Imaging,Clinical Pathology & Diagnostic Radiology,Clinical Pathology & Diagnostic Radiology,PRIMARY,1,Core Operating Division: Clinical Pathology & Diagnostic Radiology
3258,VINNY,Vinny Overseas Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3259,VINYLINDIA,Vinyl Chemicals (India) Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
3260,VIPCLOTHNG,VIP Clothing Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
3261,VIPIND,VIP Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
