symbol,company_name,macro_sector,niche_subsector,business_segment,segment_tag,is_core_revenue,segment_description
PREMCO,Premco Global Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PREMEXPLN,Premier Explosives Limited,Aerospace & Defence,Solid Propellants & Missile Rocket Motors,Solid Propellants & Missile Rocket Motors,PRIMARY,1,Core Operating Division: Solid Propellants & Missile Rocket Motors
PREMIER,Premier Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PREMIERENE,Premier Energies Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PREMIERPOL,Premier Polyfilm Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
PRESTIGE,Prestige Estates Projects Limited,Real Estate Development,"Residential Housing, Townships & Commercial Tech Parks","Residential Housing, Townships & Commercial Tech Parks",PRIMARY,1,"Core Operating Division: Residential Housing, Townships & Commercial Tech Parks"
PRICOLLTD,Pricol Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRIMESECU,Prime Securities Limited,"Capital Markets, Broking & Wealth Management","Stock Exchanges, Depositories, Wealth & Asset Management","Stock Exchanges, Depositories, Wealth & Asset Management",PRIMARY,1,"Core Operating Division: Stock Exchanges, Depositories, Wealth & Asset Management"
PRIMO,Primo Chemicals Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
PRINCEPIPE,Prince Pipes And Fittings Limited,"Pipes, Plumbing & Fittings","Plumbing, Sewerage & Surface Drainage Pipes","Plumbing, Sewerage & Surface Drainage Pipes",PRIMARY,1,"Core Operating Division: Plumbing, Sewerage & Surface Drainage Pipes"
PRISMX,Prismx Global Ventures Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRITI,Priti International Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRITIKAUTO,Pritika Auto Industries Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
PRIVISCL,Privi Speciality Chemicals Limited,Chemicals & Specialty Materials,"Specialty Chemicals, Fluorochemicals & Intermediates","Specialty Chemicals, Fluorochemicals & Intermediates",PRIMARY,1,"Core Operating Division: Specialty Chemicals, Fluorochemicals & Intermediates"
PROSTARM,Prostarm Info Systems Limited,Electronic Manufacturing Services (EMS),"EMS, Circuit Assemblies & Telecom Hardware","EMS, Circuit Assemblies & Telecom Hardware",PRIMARY,1,"Core Operating Division: EMS, Circuit Assemblies & Telecom Hardware"
PROTEAN,Protean eGov Technologies Limited,"FMCG, Food Staples & Personal Care","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene","Packaged Foods, Dairy, Cooking Oils & Personal Hygiene",PRIMARY,1,"Core Operating Division: Packaged Foods, Dairy, Cooking Oils & Personal Hygiene"
PROZONER,Prozone Realty Limited,Real Estate Development,"Residential Housing, Townships & Commercial Tech Parks","Residential Housing, Townships & Commercial Tech Parks",PRIMARY,1,"Core Operating Division: Residential Housing, Townships & Commercial Tech Parks"
PRSMJOHNSN,Prism Johnson Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PRUDENT,Prudent Corporate Advisory Services Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
PRUDMOULI,Prudential Sugar Corporation Limited,"Sugar, Distilleries & Alcoholic Beverages","Sugar, Bio-Ethanol, Breweries & Distilled Spirits","Sugar, Bio-Ethanol, Breweries & Distilled Spirits",PRIMARY,1,"Core Operating Division: Sugar, Bio-Ethanol, Breweries & Distilled Spirits"
PSB,Punjab & Sind Bank,Commercial Banking,Private & Public Sector Commercial Banking,Private & Public Sector Commercial Banking,PRIMARY,1,Core Operating Division: Private & Public Sector Commercial Banking
PSPPROJECT,PSP Projects Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PTC,PTC India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PTCIL,PTC Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
PTL,PTL Enterprises Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,"Agrochemicals, Fertilisers & Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds","Crop Protection Chemicals, Fertilisers & Hybrid Seeds",PRIMARY,1,"Core Operating Division: Crop Protection Chemicals, Fertilisers & Hybrid Seeds"
PURVA,Puravankara Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PVP,PVP Ventures Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PVRINOX,PVR INOX Limited,"Media, Broadcasting & Entertainment",Multiplex Cinema Exhibition Chains,Multiplex Cinema Exhibition Chains,PRIMARY,1,Core Operating Division: Multiplex Cinema Exhibition Chains
PVSL,Popular Vehicles and Services Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
PWL,Physicswallah Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
PYRAMID,Pyramid Technoplast Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
QMSMEDI,QMS Medical Allied Services Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
QPOWER,Quality Power Electrical Equipments Limited,Power Generation & Grid Utilities,"Thermal, Hydro Power Generation & Transmission Grid","Thermal, Hydro Power Generation & Transmission Grid",PRIMARY,1,"Core Operating Division: Thermal, Hydro Power Generation & Transmission Grid"
QUADFUTURE,Quadrant Future Tek Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
QUESS,Quess Corp Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
QUICKHEAL,Quick Heal Technologies Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
QUINT,Quint Digital Limited,IT Services & Enterprise Software,"Global IT Consulting, Cloud & Enterprise Software","Global IT Consulting, Cloud & Enterprise Software",PRIMARY,1,"Core Operating Division: Global IT Consulting, Cloud & Enterprise Software"
RACE,Race Eco Chain Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
RACLGEAR,RACL Geartech Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
RADAAN,Radaan Mediaworks India Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
RADHIKAJWE,Radhika Jeweltech Limited,"Gems, Jewellery & Luxury",Gold Jewellery Retail (Radhika Jeweltech),Gold Jewellery Retail (Radhika Jeweltech),PRIMARY,1,Core Operating Division: Gold Jewellery Retail (Radhika Jeweltech)
RADIANTCMS,Radiant Cash Management Services Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
RADICO,Radico Khaitan Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
RADIOCITY,Music Broadcast Limited,Auto Components & Ancillaries,"Automotive Lighting, Forgings, Tyres & Ancillaries","Automotive Lighting, Forgings, Tyres & Ancillaries",PRIMARY,1,"Core Operating Division: Automotive Lighting, Forgings, Tyres & Ancillaries"
RAILTEL,Railtel Corporation Of India Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
RAIN,Rain Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
RAINBOW,Rainbow Childrens Medicare Limited,Hospitals & Healthcare Services,Multi-Specialty & Tertiary Hospital Networks,Multi-Specialty & Tertiary Hospital Networks,PRIMARY,1,Core Operating Division: Multi-Specialty & Tertiary Hospital Networks
RAJESHEXPO,Rajesh Exports Limited,"Logistics, Ports & Shipping","Express Logistics, Container Rail Freight, Ports & Marine","Express Logistics, Container Rail Freight, Ports & Marine",PRIMARY,1,"Core Operating Division: Express Logistics, Container Rail Freight, Ports & Marine"
RAJMET,Rajnandini Metal Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
RAJOOENG,Rajoo Engineers Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
RAJPALAYAM,Rajapalayam Mills Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
RAJRATAN,Rajratan Global Wire Limited,Diversified Commercial & Trading Enterprises,"Commercial Trading, Wholesale & General Merchandise","Commercial Trading, Wholesale & General Merchandise",PRIMARY,1,"Core Operating Division: Commercial Trading, Wholesale & General Merchandise"
RAJRILTD,Raj Rayon Industries Limited,Industrial Machinery & Precision Engineering,"Industrial Machinery, Motors, Pumps & Precision Castings","Industrial Machinery, Motors, Pumps & Precision Castings",PRIMARY,1,"Core Operating Division: Industrial Machinery, Motors, Pumps & Precision Castings"
RAJSREESUG,Rajshree Sugars & Chemicals Limited,"Sugar, Distilleries & Alcoholic Beverages","Sugar, Bio-Ethanol, Breweries & Distilled Spirits","Sugar, Bio-Ethanol, Breweries & Distilled Spirits",PRIMARY,1,"Core Operating Division: Sugar, Bio-Ethanol, Breweries & Distilled Spirits"
RAJTV,Raj Television Network Limited,"Media, Broadcasting & Entertainment","Television Broadcasting, Multiplex Cinemas & Studios","Television Broadcasting, Multiplex Cinemas & Studios",PRIMARY,1,"Core Operating Division: Television Broadcasting, Multiplex Cinemas & Studios"
