symbol,old_sector,old_industry,new_sector,new_industry,classification_changed,reason,confidence
RUSTOMJEE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,REAL ESTATE,Residential Townships & Commercial REITs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'REAL ESTATE / Residential Townships & Commercial REITs',HIGH
RVHL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,REAL ESTATE,Residential Townships & Commercial REITs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'REAL ESTATE / Residential Townships & Commercial REITs',HIGH
RVNL,RAILWAYS,"Railway EPC, Signaling & Infrastructure",RAILWAYS,Railway Signaling & Track EPC,True,"Reclassified from legacy 'RAILWAYS / Railway EPC, Signaling & Infrastructure' to clean economic model 'RAILWAYS / Railway Signaling & Track EPC'",HIGH
RVTH,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
S&SPOWER,AUTO ANCILLARIES,Auto Transmission & Driveline,AUTO ANCILLARIES,Auto Lighting & Electricals,True,Reclassified from legacy 'AUTO ANCILLARIES / Auto Transmission & Driveline' to clean economic model 'AUTO ANCILLARIES / Auto Lighting & Electricals',HIGH
SAAKSHI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Heavy Process Equipment & Machinery',HIGH
SAATVIKGL,POWER,Regional Thermal & Hydro Generation,RENEWABLE ENERGY,Green Energy Generation (IPP),True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'RENEWABLE ENERGY / Green Energy Generation (IPP)',HIGH
SAB,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
SABAR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Pumps & Compressors,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Pumps & Compressors',HIGH
SACHEEROME,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
SADBHAV,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
SADBHIN,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
SADHAV,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'SHIPBUILDING & PORTS / Marine Offshore Vessels & Tugs',HIGH
SADHNANIQ,CHEMICALS,Basic Organic & Inorganic Chemicals,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'CHEMICALS / Basic Organic & Inorganic Chemicals' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
SAFARI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSUMER DURABLES,Luggage & Travel Gear,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSUMER DURABLES / Luggage & Travel Gear',HIGH
SAFEENTP,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Heavy Process Equipment & Machinery,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Heavy Process Equipment & Machinery',HIGH
SAGARDEEP,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
SAGCEM,CEMENT,Regional Grey & Specialty Cement,CEMENT,Regional Cement & RMC,True,Reclassified from legacy 'CEMENT / Regional Grey & Specialty Cement' to clean economic model 'CEMENT / Regional Cement & RMC',HIGH
SAGILITY,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,SERVICES & MEDIA,Business Process Management (BPM),True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'SERVICES & MEDIA / Business Process Management (BPM)',HIGH
SAHAJSOLAR,RENEWABLE ENERGY,"Solar PV Cells, Modules & Solar Glass",RENEWABLE ENERGY,Solar PV & Green Hydrogen,True,"Reclassified from legacy 'RENEWABLE ENERGY / Solar PV Cells, Modules & Solar Glass' to clean economic model 'RENEWABLE ENERGY / Solar PV & Green Hydrogen'",HIGH
SAHANA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
SAHASRA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'EMS & ELECTRONICS / Printed Circuit Boards (PCBA) & Components',HIGH
SAHLIBHFI,NBFC & LENDING,Corporate & Specialized Lending NBFCs,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
SAHYADRI,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Building Materials,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Building Materials',HIGH
SAICAPI,NBFC & LENDING,Corporate & Specialized Lending NBFCs,PHARMACEUTICALS,API & Bulk Drugs,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'PHARMACEUTICALS / API & Bulk Drugs',HIGH
SAIFL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
SAIL,STEEL,Primary Integrated Steel Producers,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'STEEL / Primary Integrated Steel Producers' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
SAILIFE,PHARMACEUTICALS,Finished Dosage Formulations,STEEL,Primary Integrated Steel,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'STEEL / Primary Integrated Steel',HIGH
SAIPARENT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,CDMO & Sterile Injectables,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / CDMO & Sterile Injectables',HIGH
SAKAR,AUTO,Commercial Vehicles (Trucks & Buses),PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'AUTO / Commercial Vehicles (Trucks & Buses)' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
SAKHTISUG,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol Distilleries' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
SAKSOFT,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
SAKUMA,SHIPBUILDING & PORTS,Dredging & Marine Civil Infrastructure,SHIPBUILDING & PORTS,Commercial Ports & Terminals,True,Reclassified from legacy 'SHIPBUILDING & PORTS / Dredging & Marine Civil Infrastructure' to clean economic model 'SHIPBUILDING & PORTS / Commercial Ports & Terminals',HIGH
SALASAR,IT SERVICES,Mid-Tier IT Services & Digital Consulting,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
SALONA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
SALSTEEL,STEEL,Secondary & Sponge Iron Re-Rolling,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'STEEL / Secondary & Sponge Iron Re-Rolling' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
SALZERELEC,EMS & ELECTRONICS,Electronic Manufacturing Services (EMS),EMS & ELECTRONICS,Printed Circuit Boards (PCBA) & Components,True,Reclassified from legacy 'EMS & ELECTRONICS / Electronic Manufacturing Services (EMS)' to clean economic model 'EMS & ELECTRONICS / Printed Circuit Boards (PCBA) & Components',HIGH
SAMAY,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Precision Machine Tools & Fasteners',HIGH
SAMBANDAM,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
SAMBHAAV,MEDIA & ENTERTAINMENT,Print Media & Publishing,PAPER & PACKAGING,Paperboard & Packaging Cartons,True,Reclassified from legacy 'MEDIA & ENTERTAINMENT / Print Media & Publishing' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons',HIGH
SAMBHV,STEEL,"Steel Pipes, Tubes & Subsea Pipelines",STEEL,Steel Pipes & Tubes,True,"Reclassified from legacy 'STEEL / Steel Pipes, Tubes & Subsea Pipelines' to clean economic model 'STEEL / Steel Pipes & Tubes'",HIGH
SAMHI,HOTELS & HOSPITALITY,"Luxury, Business & Boutique Hotels",HOTELS & HOSPITALITY,Luxury Hotels & Resorts,True,"Reclassified from legacy 'HOTELS & HOSPITALITY / Luxury, Business & Boutique Hotels' to clean economic model 'HOTELS & HOSPITALITY / Luxury Hotels & Resorts'",HIGH
SAMMAANCAP,NBFC & LENDING,Corporate & Specialized Lending NBFCs,PHARMACEUTICALS,API & Bulk Drugs,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'PHARMACEUTICALS / API & Bulk Drugs',HIGH
SAMPANN,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
SANATHAN,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'BUILDING MATERIALS / Ceramic Tiles & Sanitaryware' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
SANDESH,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,MEDIA & ENTERTAINMENT,Print Media & Publishing,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'MEDIA & ENTERTAINMENT / Print Media & Publishing',HIGH
SANDHAR,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
SANDUMA,MINING & MINERALS,Iron Ore & Manganese Mining,MINING & MINERALS,Iron Ore Mining,True,Reclassified from legacy 'MINING & MINERALS / Iron Ore & Manganese Mining' to clean economic model 'MINING & MINERALS / Iron Ore Mining',HIGH
SANGAMIND,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
SANGHVIMOV,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Material Handling & Cranes,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Material Handling & Cranes',HIGH
SANGINITA,CHEMICALS,Basic Organic & Inorganic Chemicals,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'CHEMICALS / Basic Organic & Inorganic Chemicals' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
SANOFI,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
SANOFICONR,AUTO,Commercial Vehicles (Trucks & Buses),PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'AUTO / Commercial Vehicles (Trucks & Buses)' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
SANSERA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
SANSTAR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
SANWARIA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Edible Oils & Vanaspati,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Edible Oils & Vanaspati',HIGH
SAPPHIRE,RICE,Non-Basmati & Regional Rice Processing,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'RICE / Non-Basmati & Regional Rice Processing' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
SAPPL,PAPER & PACKAGING,"Paper, Paperboard & Corrugated Cartons",PAPER & PACKAGING,Paperboard & Packaging Cartons,True,"Reclassified from legacy 'PAPER & PACKAGING / Paper, Paperboard & Corrugated Cartons' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons'",HIGH
SARDAEN,MINING & MINERALS,Industrial Minerals & Rare Earths,MINING & MINERALS,Industrial Minerals,True,Reclassified from legacy 'MINING & MINERALS / Industrial Minerals & Rare Earths' to clean economic model 'MINING & MINERALS / Industrial Minerals',HIGH
SAREGAMA,MEDIA & ENTERTAINMENT,"Music Label, VFX & Film Content Production",MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,True,"Reclassified from legacy 'MEDIA & ENTERTAINMENT / Music Label, VFX & Film Content Production' to clean economic model 'MEDIA & ENTERTAINMENT / Music Labels & VFX Studios'",HIGH
SARLAPOLY,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
SAROJA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
SARTELE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TELECOM,Optical Fiber & Telecom Infrastructure,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TELECOM / Optical Fiber & Telecom Infrastructure',HIGH
